country,director,genre,poster,release_year,starring,title
China,Han Wan-Feng ,martial arts,https://en.hkcinema.ru/foto/790ed527.jpg,2014,"Xue Jiang-Tao, Chichi Chu Ying-Ying, Liu Yi-Jiang, Bai Xing-Lang, Liu Zi-Ming, Li Zuo-Min, Zhang Jin-Hua, Yin Hai-Long ",Final Battle in Chengzigou of Kongfu Saga
China,Chow Hong-Yue ,"martial arts, drama, historical",https://en.hkcinema.ru/foto/d8e882e6.jpg,1986,"On A-Ping, Chan Hong, So Gin, Pong Lam-Taai, Hoh Fook-Sang, Yan Hua, Fang Jian, Feng Li-Nuo, Sha Xiao-Kui, A Fu-Sheng, Cui Ming-Pu, Ling Yun ",Betrayal and Revenge
Hong Kong,Cheng Kang ,martial arts,https://en.hkcinema.ru/foto/9e17703f.jpg,1972,"Yueh Hua, Wong Gam-Fung, Fan Mei-Sheng, Paul Chun Pui, Kao Ming, Yang Chi-Ching, Huang Chung-Hsin, Chiu Hung, Lee Siu-Chung ",Pursuit
Hong Kong,"Huang Guo-Qiang, Wong Kin-Fan ",martial arts,https://en.hkcinema.ru/foto/sp_538653d8c9fa9.jpg,2010,"Yuen Qiu, Ng Hiu-Cheung, Tavia Yeung Yee, Kevin Cheng Ka-Wing, Kenneth Ma Kwok-Ming, Wong Ka-Lok, Natalie Tong Sze-Ying, Shirley Yeung Sze-Kei ",A Fistful of Stances
South Korea,Park Woo-Sang ,martial arts,https://en.hkcinema.ru/foto/5933e780.jpg,1977,"Bobby Kim, Kwan Yung-Moon, Kim Ki-Ju, Kim Gi-Su ",Blazing Fists
China,Ye Zhen-Hua ,"historical, comedy, martial arts, drama",https://en.hkcinema.ru/foto/sp_53c6bf7178794.jpg,2006,"Wu Yue, Hao Lei, Ashton Chen, Wang Jue, Annie Wu Chen-Chun, Chun-Yu Shan-Shan, Zang Jin-Sheng, Jiang Li-Li, Tong Fan, Zhao Ting ",Drunken Master Zhang San
Hong Kong,,"martial arts, fantasy",https://en.hkcinema.ru/foto/nofoto.gif,1951,"Lam Kau, Yam Tai-Goon, Fung Siu-Hap, Lau Kim-Hung ",Five Valiant Lads
Hong Kong,Stephen Chow Sing-Chi ,"martial arts, comedy",https://en.hkcinema.ru/foto/e076557b.jpg,2004,"Stephen Chow Sing-Chi, Yuen Wah, Danny Chan Kwok-Kwan, Eva Huang Sheng-Yi, Lam Tze-Chung, Xing Yu, Tenky Tin Kai-Man, Tung Chi-Wah ",Kung Fu Hustle
China,Zhou De-Xin ,"drama, mystery, adventure, martial arts, historical",https://en.hkcinema.ru/foto/5debb67d7f074.jpg,2016,"Wang Jiu-Sheng, Wang Zhi-Gang, Yi Na, Wu Yi-Jia, Wang Jian-Guo, Yue Dong-Feng, Song Gong-Kui, Lv Xin-Shun, Zhang Heng-Ping ",Xia Tan Jin Mao Shu Zhi Xiao Yao Jie
Taiwan,Yang Yang ,martial arts,https://en.hkcinema.ru/foto/57e68d8d4139a.jpg,1974,"Tong Lung, Yen Chung, Wong Fei, Hsia Hou-Chun, Jacky Chen Shao-Lung, Addy Sung Gam-Loi, Yue Kuo, Gam Ho-Hon, Tit Yan, Tai Yiu-Fai ",The Growling Tiger
China,Phillip Ko Fei ,martial arts,https://en.hkcinema.ru/foto/5656da1d043ef.jpg,1999,"Chin Siu-Ho, Chiu Man, Monica Chan Fat-Yung, Shao Zhuang, Elvis Tsui Kam-Kong, Liang Ya-Qi, Shing Fui-On, Xing Yu, Law Kar-Ying, Charlie Cho Cha-Lee ",The Northern Swordsman
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1967,"Connie Chan Po-Chu, Petrina Fung Bo-Bo, Josephine Siao Fong-Fong, Nancy Sit Ka-Yin, Wong Oi-Ming, Alice Fung So-Po, Ling Mung ",Seven Princesses (Part 2)
Taiwan,Ting Shan-Hsi ,martial arts,https://en.hkcinema.ru/foto/dce70868.jpg,1972,"Jimmy Wang Yu, Sally Chen Sha-Li, Hon Siu, Paul Chang Chung, Sun Yueh, Ha Faan, Hsieh Han, Shan Mao, Lung Fei, Got Siu-Bo, Pan Chuan-Ling ",The Lion's Heart
Taiwan,Tien Peng ,martial arts,https://en.hkcinema.ru/foto/f4d8076d.jpg,1979,"Tien Peng, Tin Hok, Chan Sing, Doris Lung Chun-Erh, Wang Ping, David Tang Wei, Mang Fei, Fan Ling, Lee Wan-Chung, Tien Yeh ",The Silver Spear
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/faadefbf.jpg,1969,"Petrina Fung Bo-Bo, Sek Kin, Adam Cheng Siu-Chow, Sum Chi-Wah, Lam Kau, Lee Kwan-Yee, Fung Ngai, Lok Gung, Sze-Ma Wah-Lung, Hui Ying-Sau ","Silver Knife, Scarlet Blade"
Hong Kong,Jingle Ma Choh-Shing ,"action, martial arts",https://en.hkcinema.ru/foto/f95354b8.jpg,2004,"Michelle Yeoh, Richie Ren Xian-Qi, Brandon Chang, Li Bing-Bing, Luke Goss, Michael Jai White, Brandon Rhea, Wong Siu-Lung, Gan Ting-Ting ",Silver Hawk
China,"Lu Jian-Hua, Yu Zhong-Xiao ",martial arts,https://en.hkcinema.ru/foto/f7375505.jpg,1989,"Zheng Shuang, Chen Yu-De, Fang Qing-Zhuo, Li Ling-Yu, Ren Nai-Chang, Nan Hui-Yun, Zheng Bao-Min, Li Shuang, Wang Hua ",Sister Outlaw
China,He Wei ,martial arts,https://en.hkcinema.ru/foto/1939902a.jpg,2006,"Xu Xiao-Long, Che Yong-Li, Eric Tsang Chi-Wai, Bobo Jiang Hong-Bo, Karel Wong Chi-Yeung, Fang Xiao-Li, Zhang Hong-Ming, Zhong Xing-Huo ","Hand Over Arms, Not Harm"
Hong Kong,Pao Hsueh-Li ,martial arts,https://en.hkcinema.ru/foto/350bf738.jpg,1971,"Wai Wang, Lo Lieh, Tien Feng, Ling Ling, Chang Pei-Shan, Yeung Oi-Wa, Bolo Yeung Sze, Wang Ping, Wong Mei, Huang Pei-Chih, Wong Shu-Tong ",The Oath of Death
Hong Kong,Chan Siu-Pang ,martial arts,https://en.hkcinema.ru/foto/d5f902c1.jpg,1977,"Polly Shang-Kuan Ling-Feng, Carter Wong Ka-Tat, Lung Fei, Cliff Lok, Wu Chia-Hsiang, Phillip Ko Fei, Lung Fong, To Wai-Wo, Yu Chung-Chiu ",Shaolin Death Squads
Hong Kong,Yeung Kung-Leung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1965,"Walter Tso Tat-Wah, Yu So-Chau, Josephine Siao Fong-Fong, Yam Yin, Sai Gwa-Pau, Lee Pang-Fei, Mui Yan, Yu Kai ",Burning of Pingyang City
China,Zhang Shi-Chuan ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1929,"Butterfly Wu, Zhu Fei, Zheng Xiao-Qiu, Wang Xian-Zhai, Tang Jie, Xia Pei-Zhen, Wang Meng-Shi ",The Burning of Red Lotus Temple Part 8
Hong Kong,Lee Fa ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Pearl Au Ka-Wai, Kong Hon, Cheung Ying-Tsoi, Sek Kin ",Burning of the Shaolin Temple (Part 2)
Hong Kong,Joseph Kong Hung ,martial arts,https://en.hkcinema.ru/foto/dafe5cf4.jpg,1979,"Bruce Le, Nick Cheung Lik, Chiang Tao, Tai Chun-Nei, Chan Lau, Tong Kam-Tong, Vivian Velasco, James Nam Gung-Fan, Chan Sing, Bolo Yeung Sze ",Treasure of Bruce Le
Hong Kong,Jimmy L. Pascual ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1974,"Raymond Lui Shing-Gung, Chan Ling-Wai, Lee Chiu, Wynn Lau Chun-Fai, Danny Chow Yun-Kin ",Sleeping Dragon
Taiwan,Feng Kai ,"martial arts, comedy",https://en.hkcinema.ru/foto/nofoto.gif,1989,"Barry Chan, Cheung Wing-Jing, Ying Hsiao-Wei, Hsieh Ping-Nan, Jian Chang, Gei Fong-Ling, A Sai, Lui Yiu-Wa, Mark Lung Koon-Mo, Wong Chi-Sang ",Jing Cheng Lie Ren
Hong Kong,Wong Gwok-Chue ,"action, martial arts, thriller, adult",https://en.hkcinema.ru/foto/b7eeafdd.jpg,1992,"Nishiwaki Michiko, Cynthia Lam Ban-Gwan, Gordon Liu Chia-Hui, Lam Wai, Lau Siu-Kwan, Hung Fung, Chiu Mei-Jan, Lau Chi-Wa ",Passionate Killing in the Dream
China,Wang Zi ,"action, drama, martial arts, historical",https://en.hkcinema.ru/foto/5ba4d3cb3ce34.jpg,2018,"Jin Song, Zhang Heng-Er, Li Ya-Nan, Xin Xin, Zheng Qian, Guan Mei-Ting, Zhang Bo-Zhi, Alen Tan Xu, Lin Bao-Hua, Huang Chen-Xi, Chen Yi-Fan ",A Monk's Madness
Hong Kong,Fei Laap-Gam ,"martial arts, comedy",https://en.hkcinema.ru/foto/nofoto.gif,1979,"Yuen Bo, Alan Chan Kwok-Kuen, Sai Gwa-Pau, Lo Hoi-Pang, Kwan Hoi-San, Wong Chi-Keung, Kent Cheng Jak-Si, Ho Pak-Kwong, Chiu Chi-Ling ",Crazy Boy and Pop-Eye
Taiwan,King Hu Chin-Chuan ,martial arts,https://en.hkcinema.ru/foto/999d629c.jpg,1967,"Shih Chun, Miao Tian, Pai Ying, Polly Shang-Kuan Ling-Feng, Hsieh Han, Han Ying-Chieh, Wen Tian, Got Siu-Bo, Ko Ming, Ko Fei, Liu Chik ",Dragon Gate Inn
China,Ren Ying-Jian ,"action, mystery, martial arts, historical",https://en.hkcinema.ru/foto/5d6c2860e65bc.jpg,2019,"Yu Qing-Bin, Feng Li-Jun, Peng Bi-Yao, Dick Wei, Yang Chou-Chan, Li Jian-Xin, Alen Tan Xu, Cai Le, Ma Wen-Chao, Cheng Ming-Xi, Ma Kun ",Jin Yi Wei Zhi Can Yang Ru Xie
South Korea,Godfrey Ho Jeung-Keung ,martial arts,https://en.hkcinema.ru/foto/39e01ec2.jpg,1982,"Hwang Jang-Lee, Shin Wu-Cheol, Kwon Il-Soo, Park Dong-Yong, Chiu Chun, Lim Hae-Rim, Peggy Min Bok-Ki, Lee Hae-Ryong, Han Tae-Il, Kim Wuk ",Secret Executioners
China,"Zhang Hui, Wang Min ","martial arts, historical, drama",https://en.hkcinema.ru/foto/575d063b1e6b4.jpg,2016,"Zhang Hui, Chen Chuan-Hua, Wen Dong-Hai, Zhao Hai-Ying, Zhang Hong-Ge, Da Hui, Wei Hang-Dong, Song Jian-Bo, Guo Jing, Huang Wen-Hao ",Tai Chi
Hong Kong,Lo Wei ,martial arts,https://en.hkcinema.ru/foto/478a0067.jpg,1973,"Jimmy Wang Yu, Samuel Hui Koon-Kit, Sylvia Chang Ai-Chia, James Tin Chuen, Lee Kwan, Erh Chun, Lee Kwok-Keung, Simon Chui Yee-Ang ",The Tattooed Dragon
Hong Kong,Liu Chia-Liang ,martial arts,https://en.hkcinema.ru/foto/21c43924.jpg,1979,"Wong Yu, Gordon Liu Chia-Hui, Lau Kar-Wing, Lee Hoi-Sang, Wilson Tong Wai-Shing, Wong Ching-Ho, Norman Chu Siu-Keung, Cecilia Wong Hang-Sau ","Spiritual Boxer, Part II"
China,Zhang Guang-Feng ,"martial arts, action",https://en.hkcinema.ru/foto/5bb34bd5a255a.jpeg,2018,"Sang Wei-Lin, Nathan Chan Ting-Wai, Air Chen Xiao-Xue, Huang Yi-Yi, Zhou Yan, Li Ying-Qi, Mei Sen, Li Rong-Zhang, Wu Zhao-Di ",Three-legged tiger
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1968,"Suet Nei, Kenneth Tsang Kong, Lee Kui-On, Sek Kin, Lydia Shum Tin-Ha, Kong Man-Sing, Yip Ching, Sze-Ma Wah-Lung, Siu Chung-Kwan ",Three Heroines (Part 2)
Hong Kong,Ku Wen-Chung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1949,"Walter Tso Tat-Wah, Law Yim-Hing, Ma Ying, Lau Hak-Suen, Lau Kwai-Hong, Lam Ka-Sing, Lee Pang-Fei, Ling Mung, Ho Siu-Hung ",Thirteen Heroes with Seven Swords (Part 2)
China,Zhou Li-Yin ,"romance, fantasy, martial arts",https://en.hkcinema.ru/foto/5c14dccae376e.jpg,2018,"Wang Lin-Di, Yang Jing-Chao, Wen Dong-Jun, Xu Rui-Yang, Zhou Lin, Chen Fei-Yan, Zhou Zhong-Guang, Zheng De-Xi, Huang Bing-Jie ",One Thousand Years of Love
South Korea,Godfrey Ho Jeung-Keung ,martial arts,https://en.hkcinema.ru/foto/6d1fadc2.jpg,1981,"Hwang Jang-Lee, Bruce Cheung Mong, Kim Ki-Ju, Kwon Il-Soo, Han Tae-Il, Lee Hae-Ryong, Choe Jae-Ho, Choi Sung-Kyu, Park Dong-Yong, Pearl Chi Yun-Chu ",Hard Bastard
Hong Kong,Miu Hong-Nee ,martial arts,https://en.hkcinema.ru/foto/d84f9901.jpg,1964,"Yu So-Chau, Walter Tso Tat-Wah, Cheng Pik-Ying, Mok Wan-Ha, Lee Siu Dip, Chan Wai-Yue, Kam Ying-Lin ","Killing Sword, The (Part 2)"
South Korea,Park Woo-Sang ,martial arts,https://en.hkcinema.ru/foto/7d8925f0.jpg,1975,"Bobby Kim, Hwang Jang-Lee, Kwan Yung-Moon, Kim Ok-Jin, Chiu Chun ",Kill the Ninja
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/2ec63169.jpg,1968,"Josephine Siao Fong-Fong, Yu So-Chau, Cheung Ying-Tsoi, Sek Kin, Ko Lo-Chuen, Cheung Sang, Tong Kai, Liu Chia-Liang, Lee Sau-Kei ",Decree of the Fire Dragon
China,Men Xing-Chi ,"comedy, martial arts, fantasy",https://en.hkcinema.ru/foto/585c9b1755348.jpg,2016,"Chen Yi-Ming, Evan Zhu Zhen-Hao, Yin Hao-Ming, Wu Jing-Yi ",Fake Master
Hong Kong,Yam Pang-Nin ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1940,"Kwan Tak-Hing, Lam Lai-Ping, Chow Chi-Sing, Wong Sau-Nin, Ko Lo-Chuen, Lee Mang, Lee Siu-Man, Leung Yeuk-Ngoi, Tang Kwai-Fong ",The Fantastic Knight
Taiwan,Chin Sheng-En ,"martial arts, fantasy",https://en.hkcinema.ru/foto/bfc5292f.jpg,1970,"Niu Fang-Yu, Wong Yung, Fai Wan, Kao Hsing-Chih, Lai Te-Nan, Tung Lam, Yen Chung, Chin Li-Sheng, Kao Chin, Chan Shuk-Ching, Chen Shu-Chen ",The Fairy Fox and Ghost
Hong Kong,"Damian Lau Chung-Yan, Wong Chung-Gei ","martial arts, fantasy",https://en.hkcinema.ru/foto/f899e701.jpg,1986,"Zhang Yan-Li, Wai Fung, Maan King, Gwong Siu-Yiu, Leung Yuk-Lin, Man Git, Chui Dai, Chow Tak-Wa, Pang Yau-Paang, Wong Sam-Geng, Yim Bing ",The Brave and the Coward
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/86191dd5.jpg,1972,"Angela Mao Ying, Carter Wong Ka-Tat, Pai Ying, Sammo Hung Kam-Bo, Whang In-Shik, Wong Chi-Ming, Wei Pin-Ao, Gam Ming, Jackie Chan ",Hap Ki Do
China,"Kuk Kok-Leung, Stanley Kwan Kam-Pang ","martial arts, drama",https://en.hkcinema.ru/foto/sp_53bbe2b187731.jpg,2007,"Ekin Cheng Yee-Kin, Ding Li, Leung Kar-Yan, Grace Ge Lei, Lee Yiu-King, Chan Hoi, Lau Kar-Wing, Zhou Mu-Yin, Xiu Qing ",Huo Yuan Jia
China,Huang Jian-Ye ,"action, martial arts",https://en.hkcinema.ru/foto/5dc698f587307.jpg,2019,"Alen Tan Xu, Cui Yong-Xuan, Gu Hui-Zi, Lin Lu-Yao, Cheng Qi, Liu Feng-Shuo, Sergey, Huang Chen, Chen Jian-Xing, Zheng Yuan ",Huo Yuan Jia
China,Fu Hao ,"martial arts, romance",https://en.hkcinema.ru/foto/5bc6fc348985e.jpg,2018,"Qin Xiao-Fei, Zhuang Xiao-Tong, Yu Zhong, Qu Chang, Yan Lu-Yao, Zhu Yue, Wei Sha, Tan Bo-Hua, Huang Wen-Hao, Jing Cheng ",Shi Li Han Lu Ying Tian Xia
China,Si Xiao-Dong ,"romance, fantasy, martial arts",https://en.hkcinema.ru/foto/5d561c32a821e.jpg,2019,"Zhang Jia-Ding, Liu Chang-De, Meng Qin, Liu Zi, Cheng Qian, Zhou Xiao-Bin, Zhao Ran, Yu Yan-Qin, Wang Guan-Chen, Hou Tong-Jiang ",A Brave Heart
Hong Kong,Yam Yu-Tin ,martial arts,https://en.hkcinema.ru/foto/2d13884b.jpg,1952,"Yu So-Chau, Yam Yin, Ji Lu-Lu, Yiu Kwang-Chao, Yiu Ping, Huang He, Zhou Xue, Wong Ho, Chu Shao-Yuen, Jia Ling, Yam Tai-Goon, Wong Siu-Yin ",The Precious Sword and the Magic Bow
South Korea,James Nam Gung-Fan ,martial arts,https://en.hkcinema.ru/foto/1e2025e0.jpg,1974,"James Nam Gung-Fan, Jenny Kam Chan-Nei, Marian Kam Mei-Ling, Kim Ki-Ju, Nelson Lee Hung, John Ming, Tai Chun-Nei, Choi Sung-Kyu, Chong Wai ",The Fierce One
Hong Kong,John Law Ma ,martial arts,https://en.hkcinema.ru/foto/55cb05ac989be.jpg,1972,"Chan Sing, Henry Yu Yung, Michael Chan Wai-Man, Si Ming, Louise Lee Si-Kei, Fong Yau, San Kuai, Chieh Yuen, James Yi Lui, Lee Man-Tai ",Black List
China,"Tommy Law Wai-Tak, Sam Wong Ming-Sing ",martial arts,https://en.hkcinema.ru/foto/cd5ce3be.jpg,2011,"Sammy Hung Tin-Chiu, Wang Jia-Yin, Kane Kosugi, Sammo Hung Kam-Bo, Sammy Lau Wing-Kin, Yuen Wah, Wong Ka-Lok, Dennis To Yue-Hong, Ian Powers ",Choy Lee Fut
China,Ke Zhou ,"action, martial arts",https://en.hkcinema.ru/foto/nofoto.gif,2011,"Sze Hung-Bor, Yuki Cheng Ni, Dragon Sek Tin-Lung ",Choi Lei Fut: True Master
Hong Kong,Daniel Lee Yan-Gong ,martial arts,https://en.hkcinema.ru/foto/e1ca5fc1.jpg,1994,"Wu Hsing-Guo, Damian Lau Chung-Yan, David Chiang Da-Wei, Norman Chu Siu-Keung, Charlie Yeung Choi-Nei, Jack Kao Kuo-Hsin, Jackson Ng Yuk-Sue ",What Price Survival
Hong Kong,Sammo Hung Kam-Bo ,"martial arts, comedy",https://en.hkcinema.ru/foto/1f2f4d7f.jpg,1986,"Sammo Hung Kam-Bo, Yuen Biao, Wu Ma, Kenny Bee, Mang Hoi, Richard Ng Yiu-Hon, Rosamund Kwan Chi-Lam, Cynthia Rothrock, Hwang Jang-Lee ",The Millionaires' Express
China,Zheng Kai-Jun ,"thriller, romance, martial arts",https://en.hkcinema.ru/foto/5c43610c3b15b.jpg,2019,"Qiang Yu, Zhou Rong, Han Xin-Yu, Huang Kai-Xiang, Zhang Jie, Alex Tong Chih-Cheng, Guo Yu-Chen, Livia Yin Jia-Xuan, Sun Mei-Nan ",Tang Zhuan Zhi Di Yu Hua Gu
Hong Kong,Soi Cheang Pou-Soi ,"martial arts, fantasy",https://en.hkcinema.ru/foto/4394d901.jpg,2014,"Donnie Yen Ji-Dan, Aaron Kwok Fu-Sing, Joe Chen Qiao-En, Chow Yun-Fat, Peter Ho Yun-Tung, Monica Mok Siu-Kei, Kelly Chan Wai-Lam ",The Monkey King
Taiwan,Sun Yung ,martial arts,https://en.hkcinema.ru/foto/66244b4c.jpg,1981,"Tien Peng, Nancy Yen Nan-See, Nora Miao Ke-Hsiu, Fong Ching, Hsieh Hsing, Alan Lau Tak-Hoi, Niu Fang-Yu, Tsui Fu-Sheng, Chiang Ching-Hsia ","The Flower, the Killer"
Hong Kong,Lo Ho ,martial arts,https://en.hkcinema.ru/foto/891763c3.jpg,1973,"Yee Lung, Shirley Wong Sa-Lee, Ka Wa, Wong Kwok-Leung, Ling Hon, Ng Hong-Sang, Yuen Fai, Lok Gung, Anna Ho Na-Na, Mak Tin-Yan ",The Man on the Police Gazette
Hong Kong,Dung Gam-Woo ,martial arts,https://en.hkcinema.ru/foto/b62758de.jpg,1977,"John Liu Chung-Liang, Yip Fei-Yang, Hwang Jang-Lee, Yuen Yat-Choh, Got Siu-Bo, Chang Chi-Ping, Shih Ting-Ken, Tit Yan, Chan Gam-Chu ",The Instant Kung Fu Man
Hong Kong,Lee Chia ,martial arts,https://en.hkcinema.ru/foto/d847119b.jpg,1972,"Chin Han, Lily Li Li-Li, Suen Liu, Sun Yueh, Lau Lai-Lai, Tsui Fu-Sheng, Hon Siu, Sek Fung, Miao Tian, Lee Yan-Wa, Li Yi-Min, Lee Ying ",The Champion of Champions
China,"Janet Chun Siu-Jan, Gordon Chan Ka-Seung ","fantasy, drama, martial arts, action",https://en.hkcinema.ru/foto/5cbd67c1.jpg,2012,"Deng Chao, Liu Yi-Fei, Ngai Sing, Ronald Cheng Chung-Kei, Jiang Yi-Yan, Anthony Wong Chau-Sang, Bao Bei-Er, Kohata Ryu, Wu Xiu-Bo, Waise Lee Chi-Hung ",The Four
Hong Kong,Jimmy Wang Yu ,martial arts,https://en.hkcinema.ru/foto/fd492768.jpg,1974,"Jimmy Wang Yu, Chan Sing, Chang Yu, Kam Kong, Luk Chuen, Lung Fei, Shan Mao, Yee Hung, Phillip Ko Fei, Su Chen-Ping, Hsieh Han ",Four Real Friends
Hong Kong,Yau Ga-Hung ,martial arts,https://en.hkcinema.ru/foto/7d9d55d6.jpg,1985,"Wong Yu, Chin Siu-Ho, Lo Meng, Lo Lieh, Gordon Liu Chia-Hui, Yuen Qiu, Chan Shen, Wong Lik, Phillip Kwok Chun-Fung, Lee Hoi-Sang ",Crazy Shaolin Disciples
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1965,"Walter Tso Tat-Wah, Yu So-Chau, Connie Chan Po-Chu, Sek Kin, Pak Lung-Chu ",Wonder-Girl (Part 1)
China,Laai Shu-Ching ,"historical, martial arts, fantasy, romance",https://en.hkcinema.ru/foto/sp_53bef53f8e0c2.jpg,2004,"Alyssa Chia Ching-Wen, Vincent Zhao Wen-Zhuo, Gao Yuan-Yuan, Leanne Lau Suet-Wah, Lu Xing, Zhang Tie-Lin, Reny Yang Rui, Sun Yan ",Miracle Healers
South Korea,Park Woo-Sang ,martial arts,https://en.hkcinema.ru/foto/850656e1.jpg,1984,"Hwang Jang-Lee, Suen Kwok-Ming, Ho Kei-Cheong, Poon Cheung, Luo Hua-Sheng ",Shaolin - The Blood Mission
China,Dai Wei ,"drama, martial arts, action",https://en.hkcinema.ru/foto/5bd54a95eddc6.jpg,2018,"Yan Jie, Zhang Lan-Yi, Li Huo-Huo, Chen Qiu-Guo, Ji Yong-Qing, Tony Lung Fei, Li Hong-Zhi, Temur Mamisashvili, Di Ao-Pu, Lu Teng-Fei ",Shocking Kungfu of Huo's
Hong Kong,Wong Hok-Sing ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1962,"Lam Ka-Sing, Fung Wong-Nui, Sek Kin, Hui Ying-Sau ",Fen Shiyu Rescued His Mother in the Boxing Ring
China,Zhang Yong-Gang ,"action, martial arts, historical",https://en.hkcinema.ru/foto/5dab55cf46367.jpg,2019,"Xu Ming-Hu, Jenny Jin Li-Ting, Zhang Li, Gao Deng, Yang Qian-Long, Ma Yao-Yao, Sun Yin-Yin, Sze Hung-Bor, Yang Qian-Li, Eddie Li Yu-Yeung ",Fang Shi Yu Zhi Qian Mian Xiu Luo
Hong Kong,Wellson Chin Sing-Wai ,"martial arts, comedy",https://en.hkcinema.ru/foto/2986943e.jpg,1986,"Kara Hui Ying-Hung, Carina Lau Ka-Ling, Mars, Billy Lau Nam-Kwong, Clarence Ford, Lo Meng, Tai Bo, Phillip Ko Fei, Chu Tit-Wo, Ben Lam Kwok-Bun ",Naughty Boys
China,Keanu Reeves ,martial arts,https://en.hkcinema.ru/foto/9242e4ce.jpg,2013,"Tiger Chen Hu, Keanu Reeves, Karen Mok Man-Wai, Marina Ye Qing, Simon Yam Tat-Wah, Sam Lee Chan-Sam, Iko Uwais, Yue Hoi, Steve Yoo Seung-Jun ",Man of Tai Chi
Hong Kong,"Chu-Got Ching-Wan, Yang Ching-Chen ",martial arts,https://en.hkcinema.ru/foto/66db3d71.jpg,1973,"Chin Han, Shih Szu, Cheng Fu-Hung, Shut Chung-Tin, Yee Yuen, Lung Fei, Ko Hsiang-Ting, Chin Tu, Hon Siu, Chang Feng, Hsieh Hsing ",The Champion
China,Zhu Zhao-Wei ,"martial arts, children's",https://en.hkcinema.ru/foto/69af347c.jpg,2008,"Yang Fang-Han, Yao Jie-Yuan, Wang Jiao, Bi Shi-Kao, Huang Xi-Heng ",Four Little Shaolin Kongfu Stars
Hong Kong,Gwan Jing-Leung ,martial arts,https://en.hkcinema.ru/foto/8e3bb3d9.jpg,1972,"Tong Kam-Tong, Chiang Fan, Gam Dai, Chow Siu-Loi, Wong Kwok-Leung, Yuen Biao, Hon Yee-Sang, Cheung Hei, Bai Yu, Cheung Chok-Chow ",Cheung Po Chai
Taiwan,Wu Min-Hsiung ,martial arts,https://en.hkcinema.ru/foto/3197fafd.jpg,1977,"Polly Shang-Kuan Ling-Feng, Wong Goon-Hung, Sze-Ma Lung, Ma Cheung, Ko Yu-Min, Tin Ming, Li Min-Lang, Sek Fung, Hsia Hou-Chun ",Chin Sha Yen
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1988,"Michelle Yim, Sek Sau, Wong Wan-Choi, Andy Tai Chi-Wai, Alan Chui Chung-San, Lee Hoi-Sang, Ai Wai, Houston Liu Chun-Hung, Ma Chung-Tak ",Siu Lam Yu Wing Cheun
China,"Wang Chi, Liu Yun-Zhou ","martial arts, comedy, thriller",https://en.hkcinema.ru/foto/c4170c9d.jpg,1994,"Alex Vanderpor, Xiulanlimei, Wang Chi, Zhang Chun-Zhong, Wong Hung-To, Eldar Hanson, Xu Zhong-Quan, Liu Ming-Xiao, Liu Jian ",Sherlock Holmes in China
Hong Kong,Kim Lung ,martial arts,https://en.hkcinema.ru/foto/e7c8de14.jpg,1971,"Cheung Ching-Ching, Wong Yung, Pai Yu, Got Siu-Bo, Yee Yuen, Wang Tai-Lang, Pan Chuan-Ling, Chin Mi, Hung Gam-Lin, Wong Fei-Lung, Ma Kei ",Extreme Enemy
Taiwan,"Pearl Cheung Ling, Si Ma-Peng ",martial arts,https://en.hkcinema.ru/foto/82825c1e.jpg,1982,"Pearl Cheung Ling, Mang Fei, Wang Hsieh, Peng Kong, Sek Fung, Yu Chung-Chiu, Chan Gwan-Biu, Shih Ying, Ho Hing-Nam, Wan Siu-Man ",Matching Escort
China,"Gordon Chan Ka-Seung, Danny Go Lam-Paau ","fantasy, romance, martial arts",https://en.hkcinema.ru/foto/7905b1b5.jpg,2011,"Deng Chao, Betty Sun Li, Ngai Sing, Zheng Shuang, Andy On Chi-Kit, Eric Tsang Chi-Wai, Yan Ni, Ada Liu Yan, Bao Bei-Er, Bao Wen-Jing ",Mural
Hong Kong,Teddy Yip Wing-Cho ,martial arts,https://en.hkcinema.ru/foto/561e9632a5607.jpg,1980,"Wong Yat-Lung, Au Dai, Man Lee-Pang, Cheung Hoi-Fan, Sai Gwa-Pau, Ho Pak-Kwong, Eddy Ko Hung, Gam Dai, Ma Cheung, Shih Ting-Ken, Ma Chin-Ku ",Cunning Kids
