_id,country,director,genre,poster,release_year,starring,title
5decc92c3e516e768a3889a4,Hong Kong,Cheung Git ,martial arts,https://en.hkcinema.ru/foto/ef2aa597.jpg,1978,"Polly Shang-Kuan Ling-Feng, Li Lung-Hua, Lo Lieh, Lung Fei, Chang Yu, Phillip Ko Fei, Chuen Yuen, Fang Fang, Tung Li, Chiang Ching-Hsia ",The Eighteen Jade Arhats
5decc92c3e516e768a3889cf,China,Wong Sing-Loy ,martial arts,https://en.hkcinema.ru/foto/3093595e.jpg,1985,"Lau Jan-Ling, Go Hung-Ping, Lee Tak-Shing, Hoh Fook-Sang, Wong Leung, Wong Hoi-Sang, Wong Chi-Wah, Li Li, Lok Woon-Yau, Liu Xiu-Ping ",Arhats in Fury
5decc92c3e516e768a3889d0,Hong Kong,Lo Wei ,martial arts,https://en.hkcinema.ru/foto/d23e8bee.jpg,1978,"Jackie Chan, James Tin Chuen, Dean Shek Tin, Lee Kwan, Li Tong-Chun, Mo Man-Sau, Wang Kuang-Yu, Wong Ching, Wong Yiu ",Spiritual Kung Fu
5decc92c3e516e768a3889da,Hong Kong,Law Chi-Hung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1950,"Fung Fung, Yip Ping, Lai Cheuk-Cheuk, Chan Tin-Chung, Wong San, Wong Cho-San, Ng Wui, To Sam-Ku, Fung Ying-Seung, Fung Ging-Man ",Bandits of the Water Margin
5decc92c3e516e768a3889a8,Hong Kong,Chen Chi-Hwa ,martial arts,https://en.hkcinema.ru/foto/96f7b314.jpg,1977,"Tony Leung Siu-Hung, Yen Shi-Kwan, Ku Feng, Lau Ga-Yung, Michelle Yim, Paul Chun Pui, Fung Hak-On, Jackie Chan, Ma Hon-Yuen, San Kuai, Chan Lau ",The 36 Crazy Fists
5decc92c3e516e768a3889ca,Hong Kong,Yan Jun ,martial arts,https://en.hkcinema.ru/foto/d49477c1.jpg,1962,"Li Li-Hua, Chao Lei ",Angel of the Wilderness
5decc92c3e516e768a3889cd,Hong Kong,"Wu Ma, Hsiung Ting-Wu, Chang Cheh ",martial arts,https://en.hkcinema.ru/foto/43a380bb.jpg,1976,"Alexander Fu Sheng, David Chiang Da-Wei, Ti Lung, Chi Kuan-Chun, Chen Kuan-Tai, Gordon Liu Chia-Hui, Johnny Wang Lung-Wei, Li Yi-Min ",Seven Man Army
5decc92c3e516e768a38899e,Hong Kong,Daniel Lee Yan-Gong ,"martial arts, historical",https://en.hkcinema.ru/foto/bf050942.jpg,2010,"Donnie Yen Ji-Dan, Vicki Zhao Wei, Wu Ma, Kate Tsui Tsz-Shan, Law Kar-Ying, Sammo Hung Kam-Bo, Wu Chun, Fung Hak-On, Qi Yu-Wu, Chen Kuan-Tai ",14 Blades
5decc92c3e516e768a3889a9,Hong Kong,Gwan Jing-Leung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1971,"Tanny Tien Ni, Lui Ming, Chan Kei, Han Chiang, Gwan Jing-Leung, Teng Jue-Jen, Lee Mei-Guen, Ching Wa, Tung Li, Cheung Kai ",Thirty-Six Sword Guards
5decc92c3e516e768a3889ad,Taiwan,Joseph Kuo Nan-Hong ,martial arts,https://en.hkcinema.ru/foto/8c741171.jpg,1978,"Li Yi-Min, Jack Lung Sai-Ga, Mark Lung Koon-Mo, Chin Yuet-Sang, Alan Chui Chung-San, Wang Fan, Wong Hoi, Eagle Lee Siu-Fei, Corey Yuen Kwai ",The 7 Grandmasters
5decc92c3e516e768a3889ae,Taiwan,Au-Yeung Wang ,martial arts,https://en.hkcinema.ru/foto/abb01ce1.jpg,1980,"Mang Fei, Chan Sing, Yueh Hua, Ha Ling-Ling, Yee Yuen, Yuen Sam, Lee Seung, Goo Chang, Gam Boh, Alan Lau Tak-Hoi, Chang Peng ",Bruce Tuan's 7 Promises
5decc92c3e516e768a3889d7,Hong Kong,Shin Sang-Ok ,"action, martial arts",https://en.hkcinema.ru/foto/420ce132.jpg,1971,"Angela Yu Chien, Shin Young-Kyun, Wang Hsieh ",The Bandits
5decc92c3e516e768a38899c,Hong Kong,Chui Fat ,"martial arts, fantasy",https://en.hkcinema.ru/foto/c6339753.jpg,1993,"Waise Lee Chi-Hung, Cynthia Khan, Yen Shi-Kwan, Chung Fat, Wan Seung-Lam, Lau Ji-Wai, Anthony Cho Cheuk-Nin, Tin Ching, Ng Ting-Ko ",The 13 Cold-Blooded Eagles
5decc92c3e516e768a3889bd,Hong Kong,Siu Sang ,martial arts,https://en.hkcinema.ru/foto/592e59ca.jpg,1966,"Josephine Siao Fong-Fong, Connie Chan Po-Chu, Lee Hung, Sek Kin, Lee Heung-Kam, Yung Yuk-Yi, Yam Bing-Yee, Lau Ching, Siu Chung-Kwan ","Infernal Gate, The (Part 1)"
5decc92c3e516e768a3889a3,Taiwan,Lin Fu-Ti ,martial arts,https://en.hkcinema.ru/foto/ed51ae8a.jpg,1977,"Chan Sing, Chia Ling, Lo Lieh, Don Wong Tao, Wen Chiang-Long, Chan Wai-Lau, Fan Dan-Fung, Cheung Ying, Liu Ping, Cheng Fu-Hung ",18 Swirling Riders
5decc92c3e516e768a3889aa,Hong Kong,Joseph Kuo Nan-Hong ,martial arts,https://en.hkcinema.ru/foto/c6800bec.jpg,1979,"Jack Lung Sai-Ga, Nick Cheung Lik, Hwang Jang-Lee, Jeannie Chang Yung-Yung, Yen Shi-Kwan, Mark Lung Koon-Mo, Mau Ging-Shun, Fan Mei-Sheng ",The 36 Deadly Styles
5decc92c3e516e768a3889c4,China,Marco Mak Chi-Sin ,"historical, martial arts",https://en.hkcinema.ru/foto/5c3430274ea21.jpg,2018,"Vincent Zhao Wen-Zhuo, Miya Mu-Qi, Li Bu-Bing, Wei Ni, Wei Xiao-Huan, Chen Chen, Gao Xuan-Ming, Sawada Kenya, Sang Wei-Lin, Zhang Ya-Kun ",Unity of Heroes 2
5decc92c3e516e768a3889c7,Hong Kong,Tony Liu Chun-Ku ,"martial arts, comedy",https://en.hkcinema.ru/foto/f910b138.jpg,1981,"Michelle Yim, Yuen Tak, Chen Kuan-Tai, Lam Sau-Kwan, Choh Seung-Wan, Wong Mei-Mei, Chu Tit-Wo, Austin Wai Tin-Chi, Ching Miao ",Ambitious Kung Fu Girl
5decc92c3e516e768a3889d9,Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/458aeae0.jpg,1972,"Chang Yu, Woo Gam, Pai Ying, Sammo Hung Kam-Bo, Chin Yuet-Sang, Tin Mat, Yee Yuen, Chow Kong, Wilson Tong Wai-Shing, Cham Siu-Hung ",Bandits from Shantung
5decc92c3e516e768a3889b0,Taiwan,Lin Bing ,martial arts,https://en.hkcinema.ru/foto/90ce25d6.jpg,1978,"Pai Ying, Chan Sing, Barry Chan, Chung Wah, Lung Fei, Miao Tian, Hsieh Han, Tsai Hung, Yu Chung-Chiu, Siu Gam, Yeung Sau-Guen ",The 72 Desperate Rebels
5decc92c3e516e768a3889b1,Hong Kong,Kwong Yip-Sheng ,"science fiction, romance, comedy, martial arts",https://en.hkcinema.ru/foto/sp_53879e7ddd892.jpg,2009,"Roger Kwok Chun-On, Ho Chung-Wa, Jia Qing, Akina Hong Wah, Hugo Ng Doi-Yung, Sonija Kwok Sin-Nae, Nikita Mao, Shao Chuan-Yong, David Chen Da-Wei ",8 Avatar
5decc92c3e516e768a3889c1,Hong Kong,Chen Yu-Hsin ,martial arts,https://en.hkcinema.ru/foto/36e7224c.jpg,1964,"Ivy Ling Po, Chin Ping, Li Ching, Ching Miao, Tang Ti, Yiu Kwang-Chao, Chiang Kuang-Chao, Tien Feng, Chen Yan-Yan, Yip Ching ",The Crimson Palm
5decc92c3e516e768a3889cb,Hong Kong,Godfrey Ho Jeung-Keung ,martial arts,https://en.hkcinema.ru/foto/bf2c356e.jpg,1993,"Waise Lee Chi-Hung, Pauline Chan Bo-Lin, Oshima Yukari, Karel Wong Chi-Yeung, Wong Wan-Choi, Lam Chung, Robert Mak Tak-Law, Chiang Tao ",Angel the Kickboxer
5decc92c3e516e768a3889d8,Hong Kong,Wong Hok-Sing ,"martial arts, musical",https://en.hkcinema.ru/foto/e385d34c.jpg,1955,"Sun-Ma Sze-Tsang, Lam Kau, Lee Pang-Fei, Lee Hoi-Chuen, Mui Yee, Choi Zhen-Chu, Pak Lung-Chu, Ho Siu-Hung ",Bandits of Shandong Province
